爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1676475427,779131052,1004427517,7497311,用图片做个假的门骗玩家去开会发生什么！,米米Mxmimi,1676181629,1676181629,515,制作视频非常辛苦，如果可以的话拜托给我一个三连或者关注吧，这免费的支持对我有非常非常大的帮助，点赞越多更新越快！以后每一期恶搞都会从评论区选观众们提出的点子，如果你有什么好的点子欢迎留言在评论区，我会在下期视频选出一个点子并且拍成视频，想一起互动的话快快留言吧！ 点赞过6000加速更新下期恶搞！,单机游戏,17,10,我的世界;搞笑;万物皆可游戏;沙盒游戏;游戏;恶搞;整蛊;沙雕;整活;米米mxmimi,47988;1833;20563743;152655;802;618;71219;421428;7375172;21783783,2024,920,0,5820,0,11291,180,60,162819,1,0,无,无,无
1676475433,351827796,1007591237,8263502,来到这家店特别想打篮球，天津新开烤肉自助，再涨价就不推荐了,橙飞一下,1676373140,1676373140,865,"店名：鲲吉烤肉铁板烧自助；
地址：天津南开大悦城南区四层；
价格：截止目前119元/位；

总结：
在天津相当于九寸钉梨花这些的pro加强版，
以80为参考价，贵50%能接受，再贵不推荐。

主打的烤肉类、铁板，虾不错
芝士蛋糕，冰激凌，饮料水果也不错。
其他基本上都是充数的。不建议吃
很多小细节做的不到位。（如勺子掉进调味汁里没人管，保温措施很差，多钟餐品用一个勺子会串味）。",美食侦探,212,10,美食;自助餐;烤肉;铁板烧;光盘行动;自助;打篮球;探店;“遇见你，怦然心动”2023情人节活动;又是一年情人节,20215;58184;68437;515395;544672;198472;491000;1469519;35076622;35483426,1506,987,0,519,0,11180,519,725,197283,1,0,无,无,无
1676475444,736799496,1006930926,342233922,传承,金轮丶小食堂,1676331959,1676331959,99,,电子竞技,171,7,电子竞技;英雄联盟;搞笑;下饭操作;大司马;MOBA;鬼屎东,62526;9222;1833;10555771;1034001;254029;8179204,2288,140,0,698,0,9013,385,1765,157002,1,0,无,无,无
1676475452,949129520,1003415633,14576879,今天相亲了，但是为什么想哭...,里昂聊游戏,1676117924,1676117924,77,误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！误会啊！,单机游戏,17,3,万物皆可游戏;内向;正常人,20563743;762076;40157,582,362,0,6564,0,24536,250,188,474631,1,0,无,无,无
1676475459,309256246,1007326042,218506533,100元挑战中国最繁华的夜市，竟然找到了“长生不老”果汁？,Amy艾米饭,1676376000,1676356077,812,请人节快乐！我们一起吃最大的夜市吧！,美食侦探,212,11,美食;歪果仁;街头美食;吃货;挑战;西双版纳;夜市;探店;星光夜市;情人节怎么过;“遇见你，怦然心动”2023情人节活动,20215;322082;1139423;6942;10058;151480;612278;1469519;2719300;6710954;35076622,2290,1023,0,436,0,6933,276,111,60962,1,0,无,无,无
1676475466,694349149,1009016363,672346917,【向晚原创】宇宙里漫天繁星  但我属于你「loVe」钢琴弹唱,向晚大魔王,1676378008,1676378009,453,"（运营代发）

素材来自2.14向晚单人直播
歌曲：loVe
词/曲：向晚
演唱：向晚
场景：自制
动作：动作捕捉",原创音乐,28,8,虚拟UP主;原创歌曲;虚拟偶像;原创;音乐;钢琴弹唱;向晚;向晚大魔王,4429874;72138;14104;536;499;11627;9221368;17532493,12425,558,0,5215,0,13513,2103,1936,55009,1,0,无,无,无
1676475482,991931965,1008436361,194484313,神级反转！鹈鹕时间都能翻盘？【鹅鸭杀】,Asaki大人,1676430000,1676417275,519,། ~ ◕ (●●) ◕ ~ ། 记得三连~~~~~,单机游戏,17,8,桌游棋牌;可爱;狼人杀;搞笑;猪猪公主;鸭鸭杀;Asaki;鹅鸭杀,3023780;2423;238261;1833;26322022;26648456;2745996;22014944,2863,386,0,950,0,12211,326,249,157218,1,0,无,无,无
1676475489,436814680,1006004357,550532631,一个视频了解成男全员！崩坏星穹铁道成男大赏,阿嗲很夸张,1676283300,1676276192,450,"铁道的成男好多好香，年下年上甜系盐系犬系猫系草系肉系啥口味都有！
我眼睛都要看花辣~~~~！
PS：爷自己也很帅啊！

——————————
感谢超想吃番茄、快乐肥宅小华、暴走的晓楼、达达利鸭永别冬都帮忙提供素材~",手机游戏,172,12,手机游戏;崩坏：星穹铁道;丹恒;杰帕德;刃;瓦尔特;罗刹;米哈游;桑博;景元;星穹铁道跃迁特别计划;《崩坏：星穹铁道》跃迁特别计划,3007;21744669;22068120;22379154;57401;45936;159677;1615271;2485694;8296864;34616048;35021200,909,1259,0,2645,0,12011,693,2489,136126,1,0,无,无,无
1676475499,609288145,1007086611,68104683,陪弟弟写检讨的一天,若若跑的贼快-,1676347483,1676347483,91,-,搞笑,138,1,若若跑的贼快,16389671,663,138,0,737,0,19983,230,128,238932,1,0,无,无,无
1676475506,481869352,1006127705,277460010,给60年前首部国产太空电影加上《流浪地球2》配乐，能够有多燃？,Hello咚咚君,1676198838,1676198838,189,"2023年《流浪地球2》上映，1963年国产科幻老电影《小太阳》上映，两部影片相距整整60年，见证了中国科幻电影艰辛发展的历史。《小太阳》中有很多大胆的创意，包括人工智能机器人、无人飞行汽车、人造太阳，挺有意思的。

剪辑这个短片，致敬一代代努力的电影人。",影视剪辑,183,10,流浪地球;影视;影视杂谈;电影配乐;科幻电影;国产科幻;阿鲲;郭帆;流浪地球2;共赴流浪地球2新春之旅,210691;11323;999385;52383;41344;1115903;236642;3598106;9741441;33203609,1689,684,0,1389,0,5416,434,462,62221,1,0,无,无,无
1676475513,821799212,1006879223,4571785,《史上最佳室友》,折纸姬,1676347200,1676324029,428,"游戏名：模拟人生4
游戏归游戏，现实请勿模仿。
现实里我硬拉230  卧推120。
害怕校园暴力的社恐大男孩。
是个有异食癖的素食主义者。
有性别认知障碍的跨性别男。
有坚定信仰的无信仰主义者。
——————————————————————
如果喜欢此视频可以三连评论催更，
我会看到每一条评论！
——————————————————————
大家喜欢或者有好的建议可以私信给我。
您的三连就是对我最大支持！",单机游戏,17,10,万物皆可游戏;模拟人生4;搞笑;实况;STEAM;游戏视频;娱乐;单机;游戏鉴赏家;整活,20563743;433824;1833;1084;13715;11187;3221;42335;5034734;7375172,2322,591,0,938,0,9026,245,123,53525,1,0,无,无,无
1676475521,906848010,1006839131,31524792,【Apex】只属于机器人的钩钩乐,鱼咕,1676347200,1676317589,177,"BGM:Groove-Ehrling
DPI400x2 ADS1",网络游戏,65,8,电子竞技;APEX英雄;FPS;第一视角;机器人;吃鸡;钩子;APEX,62526;9734740;5297;34692;564;394538;173864;636845,656,187,0,1764,0,12165,354,2303,237414,1,0,无,无,无
1676475530,906719620,1001616587,538142100,让我抓到！你就遭老罪喽～,圆圆的智子,1676020500,1676013277,170,感谢三连！三小只都已绝育放归，但我家还有猫德满分的小猫咪，成都有领养意愿的小伙伴欢迎私信～,喵星人,218,13,萌宠;喵星人;动物观察局;原创;乱飙;狸花猫;田园猫;流浪猫;绝育;狂飙;TNR;捡猫;动物观察局18.0 小动物聊天室,6943;1562;19337540;536;34743824;1078210;1009094;193531;181526;20496;1499490;5074314;35256673,8091,296,0,1449,0,31330,230,160,310644,1,0,无,无,无
1676475537,224308049,1007873084,1119253352,生活就像一道难解的数学公式，有时你可能要用一生寻求答案,顾我电影,1676380348,1676380348,1542,生活就像一道难解的数学公式，有时你可能要用一生寻求答案，电影《最伟大的》,影视杂谈,182,8,爱情;生活;电影解说;温情;高分电影;最伟大的;春日迷影电影院;影娱新春游园会,943;1742;1161117;121143;219250;7710420;32916187;33364628,2462,545,0,904,0,6240,284,323,56777,1,0,无,无,无
1676475544,479080214,1000236744,178690106,【2023年2月显示器推荐】优惠这么狠，堪比双11！价值6万的显示器推荐清单。,搞机所,1675938900,1675929869,1739,"本期2023年2月推荐我们又买了十几台显示器来实测数据，
全部实拍外观和真实实测数据，细说了每款产品的优劣，
将厂商不告诉的你参数一一扒出来，拒绝云评测，
努力解决大家不知道怎么选购显示器的困扰。
每月显示器怎么买，看这期视频就够了！
如果视频对你有帮助了，求求给个的三连吧。

关键词：显示器丨三星丨LG丨AOC丨高刷丨带鱼屏丨护眼丨电竞丨选购指南丨显示器推荐丨真实体验",数码,95,10,数码;科技猎手;测评;科技;电脑;2023年;电脑装机;性价比;显示器;显示器推荐,16906;20423318;72003;13807;1339;14237012;423420;536636;21216;8479565,2527,382,0,3543,0,6615,960,589,187589,1,1,无,无,无
1676475560,906981155,1008223440,1629347259,红警小块地可以造爆破坦克！坦克如放烟花似的感觉花里胡哨！,红警HBK08,1676419200,1676394461,737,,单机游戏,17,11,实况攻略;爆破;红色警戒2;红警;红色警戒;怀旧;实况解说;游戏解说;即时战略;放烟花;花里胡哨,673152;30561;59337;20468;232;962;7160;19890;22999;25358;1345480,2178,1069,0,407,0,15209,290,103,186750,1,0,无,无,无
1676475568,479469570,1008501147,1785865347,看我老婆都给孩子们买了什么，小芒果开学儿子生日。情人节咱也浪漫一下,武哥在非洲,1676430600,1676428509,636,-,出行,250,6,开学;浪漫;礼物;老婆;情人节;芒果,14636;515;89808;19464;16869;5597,3808,1349,0,278,0,7021,447,43,59746,1,0,无,无,无
1676475578,991547229,1000731563,472810763,网友们耍双截棍大比拼！网友：是不是好头，我一听就知道了！,想飞翔的狗子,1675951553,1675951553,147,,搞笑,138,7,功夫;#神评论;双截棍;表演;#搞笑;搞笑新星训练营;搞笑研究所2023,5784;23718073;20237;20097;2013562;22640096;35027528,818,244,0,29135,0,29381,133,202,1325199,1,0,无,无,无
1676475584,608814317,994064462,67644163,【原神】官方希望你做的VS你做的 #6,弗莱萌丶FMWN,1676086800,1675573689,121,开学前的最后一期,单机游戏,17,10,手机游戏;游戏视频;游戏;甘雨;早柚;妮露;瑶瑶;米哈游;原神;纳西妲,3007;11187;802;1349646;19674378;209595;24300;1615271;7945544;26621694,325,269,0,4118,0,33541,226,1286,355551,1,0,无,无,无
1676475590,991717289,1003072303,67960036,【奇迹之战】杜宾队 H8-3 至此再无歌者,High_Logic,1676109631,1676101727,725,"三星队与歌者的最后一战，是时候结束长达三年的噩梦了。

鸣谢：
感谢bit1551在卡闪方面的协助。
感谢微风在攻略过程的帮助与支持。
感谢韦考拉的账号支持。
感谢Nednal的后期指导。
感谢huhu0504，klmsky，书影等群友的答疑解惑。
感谢枢院爱莉丝的助战。

配套专栏：https://www.bilibili.com/read/cv21762998",手机游戏,172,12,手机游戏;明日方舟;手游;极限;攻略;杜宾队;H8-3;首杀;低配;三星队;明日方舟创作者应援计划;明日方舟UP主应援计划 – 登临意,3007;4610466;257974;8282;2100;11092611;12372033;145437;700960;3136829;23353468;34341332,4647,231,0,1720,0,9430,286,635,74044,1,0,无,无,无
1676475599,651729603,1002922576,3461577464350943,村里老奶奶送我一只小猫咪，这是什么品种的猫？,农村李表弟,1676092644,1676092644,70,-,喵星人,218,11,喵星人;萌宠;小猫咪;小奶猫;田园猫;老奶奶;关爱流浪猫;村里;流浪猫救助;必剪创作;动物圈达人创作营,1562;6943;135891;467783;1009094;31531;1009095;3437089;3613429;15775524;18898646,91,184,0,1152,0,17481,173,11,418580,1,0,无,无,无
1676475605,651582457,1000478762,531514783,感谢无数的大家，感谢孩子们的拼搏，让孩子们的梦延续,元宝女足,1675940433,1675940433,196,奖励孩子们努力拼搏，感谢所有人的关心,亲子,254,5,正能量;生活记录;元宝女足;感谢;新年快乐好久不见,33129;1057109;32569602;41706;33346471,27029,281,0,1677,0,31363,417,81,267018,1,0,无,无,无
1676475616,949319270,1007411566,13199099,广 志 噩 梦 小 剧 场,植物椿,1676360953,1676360953,201,追求女生最酷的方式莫过于给她男朋友买房子了。,搞笑,138,7,蜡笔小新;魔性;天津话;搞笑;配音;搞笑研究所;搞笑研究所2023,1022;517803;130863;1833;3151;23649527;35027528,2937,272,0,988,0,16760,291,404,144517,1,0,无,无,无
1676475625,224380582,1008369364,17425003,我的世界：会老的世界5，80岁老了失明，也要勇闯猪灵堡！,nor叔,1676422800,1676410346,799,Gucci黑曜石,单机游戏,17,10,我的世界;模组;下界合金;重生锚;猪灵堡垒;会老的世界;失明;nor叔;数据包;我的世界还能这样玩,47988;100066;13765085;13968611;14243202;35384333;23743;3594208;3847986;5997950,2459,851,0,1382,0,11474,183,96,108185,1,0,无,无,无
1676475631,394296319,1005990183,3461577311259436,[原神]特价RGB棺材出售 - 胡桃卡通动画,Simi_n_ChapChap,1676304002,1676304002,135,"我想点一份大的往生套餐，零度抹茶加冰，玩具选七七，谢谢。
#原神  #胡桃",手机游戏,172,8,手机游戏;原神UP主激励计划;胡桃;动画;simi and chapchap;荧;原神;原神胡桃,3007;18957190;33976;358;30743062;1198698;7945544;17885222,1369,103,0,2194,0,6887,102,267,79288,1,0,无,无,无
1676475637,609192322,1004118980,654552,在世人眼里，你是一个大反派，可记忆被曝光后，事情反转了【16】,圆桌动漫,1676194200,1676164223,455,"本系列改编自番茄小说的《我独自拯救一切》
如果想提前看完剧情的，可以先去番茄小说看完
如果愿意耐心等等，我也会更新到完结，就酱~大家新年快乐~",国产原创相关,168,6,反派;脑洞;宇智波鼬;反转;原创动画;记忆审判,413608;272810;185237;13444;13015;32975070,3749,535,0,6877,0,16505,729,176,366196,1,0,我独自拯救一切,,我独自拯救一切
1676475652,821831871,1007689737,99059156,牛郎织女在LA终于见上了 feat.胖丁wenning 阳光下的brunch 酒店roomtour｜Renasteps,renasteps,1676370732,1676370732,1224,"喊了几年的见面终于是在一个好天气下终于见到了！
和我们胖丁wenning！
边晒太阳边吃brunch真的太幸福了 这美丽的好天气

❏ABOUT RENASTEPS
♥ weibo - 刘虞佳
♥ instagram - renasteps
♥ Business Inquiries - irena@ohismelon.com
♥ Taobao - （美妆）itzyuz韩国直邮（珠宝）bonbon珠宝


❏DISCLAIMER
本视频无赞助。",日常,21,11,旅游;vlog;生活记录;VLOG;LA;日常;美国;酒店;记录;随手记录我的生活碎片;生活万花筒5.0·生活这件小事,6572;2511282;1057109;530003;20598;2848;5794;29317;37366;29760086;35165532,2665,645,0,1131,0,8432,249,94,135295,1,0,无,无,无
1676475659,351633973,1001857393,649019192,夜宵来一碗全是方便面的麻辣香锅！配上脆皮五花肉，不让胃难过！,方芳的快乐生活,1676024125,1676024125,534,,美食侦探,212,11,美食;东北;搞笑;吃货;生活记录;分享新年开工后的美食;麻辣香锅;夜宵;五花肉;Vlog;天南海北家乡味,20215;453;1833;6942;1057109;34722453;642860;77401;500769;2503953;33105243,9626,2668,0,2117,0,40857,927,1215,685861,1,0,无,无,无
